,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Australia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,22.03,21.5,18.51,15.45,16.76
Australia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,4478,4.37,3762,3.14,3407
Australia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,3.15,3055,2488,1949,2152
Australia,SDG 6.4.2. Water Stress (%),,,,,,,,6021,5876,5059,4222,4.58
Australia,Total population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Australia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Australia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Austria,Total population (1000 inhab),7151.0,7391.0,7574.0,7626.0,7589.0,7624.0,7813.0,8015.0,8115.0,8301.0,8455.0,8545.0
Austria,Population density (inhab/km2),85.25,88.11,90.3,90.92,90.47,90.89,93.14,95.55,96.75,98.96,100.8,101.9
Austria,GDP per capita (current US$/inhab),1085.0,1567.0,2906.0,6743.0,9369.0,16264.0,24958.0,26450.0,26248.0,46500.0,48137.0,43768.0
Austria,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7935,,0.8364,,0.8839,885
Austria,Long-term average annual precipitation in depth (mm/year),1110.0,1110.0,1110.0,1110.0,1110.0,1110.0,1110.0,1110.0,1110.0,1110.0,1110.0,1110.0
Austria,Surface water produced internally (10^9 m3/year),55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Austria,Groundwater produced internally (10^9 m3/year),6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Austria,Total internal renewable water resources per capita (m3/inhab/year),7691.0,7441.0,7262.0,7212.0,7247.0,7214.0,7040.0,6862.0,6778.0,6626.0,6505.0,6437.0
Austria,Surface water: entering the country (total) (10^9 m3/year),22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7
Austria,Surface water: leaving the country to other countries (total) (10^9 m3/year),77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7
Austria,Water resources: total external renewable (10^9 m3/year),22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7
Austria,Dependency ratio (%),29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21
Austria,Total renewable water resources per capita (m3/inhab/year),10866.0,10513.0,10259.0,10189.0,10239.0,10192.0,9945.0,9694.0,9575.0,9360.0,9190.0,9093.0
Austria,Total exploitable water resources (10^9 m3/year),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,
Austria,Total water withdrawal (10^9 m3/year),,,,,3342,3.58,3807,3644,3668,,3492,
Austria,Agricultural water withdrawal as % of total water withdrawal (%),,,,,2693,5587,2627,2744,2726,,2208,
Austria,Industrial water withdrawal as % of total water withdrawal (%),,,,,80.61,74.61,79.38,78.4,79.03,,77.18,
Austria,Municipal water withdrawal as % of total withdrawal (%),,,,,16.7,19.8,18.0,18.86,18.23,,20.62,
Austria,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,3.34,3578,3805,3642,3666,,3492,
Austria,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,4299,4605,4897,4687,4718,,4494,
Austria,Agricultural water withdrawal as % of total renewable water resources (%),,,,,0.1158,0.2574,0.1287,0.1287,0.1287,,0.0992,
Austria,SDG 6.4.2. Water Stress (%),,,,,7291,7811,8306,7.95,8003,,7623,
Austria,Total population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Austria,Rural population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
Austria,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Azerbaijan,Total population (1000 inhab),,,,,,,7451.0,7922.0,8281.0,8763.0,9361.0,9754.0
Azerbaijan,Population density (inhab/km2),,,,,,,86.04,91.48,95.62,101.2,108.1,112.6
Azerbaijan,GDP per capita (current US$/inhab),,,,,,,669.9,500.2,753.1,3772.0,7342.0,5439.0
Azerbaijan,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.6405,,0.7451,0.7511
Azerbaijan,Long-term average annual precipitation in depth (mm/year),,,,,,,447.0,447.0,447.0,447.0,447.0,447.0
Azerbaijan,Surface water produced internally (10^9 m3/year),,,,,,,5955,5955,5955,5955,5955,5955
Azerbaijan,Groundwater produced internally (10^9 m3/year),,,,,,,6.51,6.51,6.51,6.51,6.51,6.51
Azerbaijan,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,1089.0,1024.0,980.0,926.1,866.9,832.0
Azerbaijan,Surface water: entering the country (total) (10^9 m3/year),,,,,,,19.76,19.76,19.76,19.76,19.76,19.76
Azerbaijan,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,,,,,,
Azerbaijan,Water resources: total external renewable (10^9 m3/year),,,,,,,26.56,26.56,26.56,26.56,26.56,26.56
Azerbaijan,Dependency ratio (%),,,,,,,76.6,76.6,76.6,76.6,76.6,76.6
Azerbaijan,Total renewable water resources per capita (m3/inhab/year),,,,,,,4654.0,4378.0,4188.0,3958.0,3705.0,3555.0
Azerbaijan,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Azerbaijan,Total water withdrawal (10^9 m3/year),,,,,,,,12.51,10.07,12.21,11.97,
Azerbaijan,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,81.22,75.42,76.41,84.38,
Azerbaijan,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,17.04,19.63,19.33,,
Azerbaijan,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,1775,4995,4267,,
Azerbaijan,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,12.51,10.07,12.21,11.97,
Azerbaijan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,36.07,29.04,35.21,34.52,
Azerbaijan,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,29.3,21.9,26.9,29.12,
Azerbaijan,SDG 6.4.2. Water Stress (%),,,,,,,,55.53,44.7,54.19,53.13,
Azerbaijan,Total population with access to safe drinking-water (JMP) (%),,,,,,,68.9,71.7,75.8,80.2,84.5,87.0
Azerbaijan,Rural population with access to safe drinking-water (JMP) (%),,,,,,,50.3,55.3,61.5,67.8,74.0,77.8
Azerbaijan,Urban population with access to safe drinking-water (JMP) (%),,,,,,,85.4,87.1,89.2,91.3,93.4,94.7
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Bahamas,Total population (1000 inhab),121.1,152.6,177.8,197.1,220.3,243.4,266.1,287.0,309.2,342.3,372.4,388.0
Bahamas,Population density (inhab/km2),8725,10.99,12.81,14.2,15.87,17.54,19.17,20.68,22.28,24.66,26.83,27.95
Bahamas,GDP per capita (current US$/inhab),1753.0,2557.0,3323.0,3617.0,7164.0,11150.0,11684.0,17286.0,22503.0,24303.0,22112.0,22898.0
Bahamas,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.7785,,0.7828,0.79
Bahamas,Long-term average annual precipitation in depth (mm/year),1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0,1292.0
Bahamas,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Bahamas,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Bahamas,Total internal renewable water resources per capita (m3/inhab/year),5780.0,4587.0,3937.0,3551.0,3177.0,2876.0,2631.0,2439.0,2264.0,2045.0,1880.0,1804.0
Bahamas,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,Total renewable water resources per capita (m3/inhab/year),5780.0,4587.0,3937.0,3551.0,3177.0,2876.0,2631.0,2439.0,2264.0,2045.0,1880.0,1804.0
Bahamas,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Bahamas,Total water withdrawal (10^9 m3/year),,,,,,,,,,,,
Bahamas,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Bahamas,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Bahamas,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,,
Bahamas,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,,
Bahamas,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Bahamas,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Bahamas,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Bahamas,Total population with access to safe drinking-water (JMP) (%),,,,,,,,96.3,96.9,97.6,98.4,98.4
Bahamas,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,96.3,96.9,97.6,98.4,98.4
Bahamas,Urban population with access to safe drinking-water (JMP) (%),,,,,,,,96.3,96.9,97.6,98.4,98.4
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Bahrain,Total population (1000 inhab),173.1,196.2,229.6,303.2,386.0,449.0,522.8,597.8,725.4,1027.0,1334.0,1377.0
Bahrain,Population density (inhab/km2),250.9,284.3,332.8,439.4,559.4,650.7,736.3,842.0,1022.0,1369.0,1732.0,1786.0
Bahrain,GDP per capita (current US$/inhab),,,,,9445.0,7555.0,9088.0,10621.0,13278.0,21159.0,23056.0,23400.0
Bahrain,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7461,,0.7939,,0.8189,0.8239
Bahrain,Long-term average annual precipitation in depth (mm/year),83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
Bahrain,Surface water produced internally (10^9 m3/year),4,4,4,4,4,4,4,4,4,4,4,4
Bahrain,Groundwater produced internally (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,Total internal renewable water resources per capita (m3/inhab/year),23.11,20.39,17.42,13.19,10.36,8909,7651,6691,5514,3895,2999,2905
Bahrain,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,Water resources: total external renewable (10^9 m3/year),112,112,112,112,112,112,112,112,112,112,112,112
Bahrain,Dependency ratio (%),96.55,96.55,96.55,96.55,96.55,96.55,96.55,96.55,96.55,96.55,96.55,96.55
Bahrain,Total renewable water resources per capita (m3/inhab/year),670.1,591.2,505.2,382.6,300.5,258.4,221.9,194.0,159.9,113.0,86.96,84.24
Bahrain,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Bahrain,Total water withdrawal (10^9 m3/year),,,,,,,239,,,0.3574,,
Bahrain,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,56.49,,,44.54,,
Bahrain,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,4184,,,5.68,,
Bahrain,Municipal water withdrawal as % of total withdrawal (%),,,,,,,39.33,,,49.78,,
Bahrain,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,0.1869,,,0.2387,,
Bahrain,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,161.1,,,205.8,,
Bahrain,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,116.4,,146.6,137.2,,
Bahrain,SDG 6.4.2. Water Stress (%),,,,,,,161.1,,,205.8,,
Bahrain,Total population with access to safe drinking-water (JMP) (%),,,,,,,94.9,97.1,100.0,100.0,100.0,100.0
Bahrain,Rural population with access to safe drinking-water (JMP) (%),,,,,,,94.9,97.1,100.0,100.0,100.0,100.0
Bahrain,Urban population with access to safe drinking-water (JMP) (%),,,,,,,94.9,97.1,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Bangladesh,Total population (1000 inhab),51031.0,59625.0,67578.0,74848.0,85868.0,98149.0,110987.0,123574.0,136228.0,146593.0,155257.0,160996.0
Bangladesh,Population density (inhab/km2),343.7,401.6,455.2,504.2,578.4,661.1,747.6,832.4,917.6,987.4,1046.0,1091.0
Bangladesh,GDP per capita (current US$/inhab),99.58,121.7,93.05,128.9,215.7,247.6,285.7,390.4,401.7,543.1,856.6,1211.0
Bangladesh,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.3858,,0.4677,,0.5629,0.5701
Bangladesh,Long-term average annual precipitation in depth (mm/year),2666.0,2666.0,2666.0,2666.0,2666.0,2666.0,2666.0,2666.0,2666.0,2666.0,2666.0,2666.0
Bangladesh,Surface water produced internally (10^9 m3/year),83.91,83.91,83.91,83.91,83.91,83.91,83.91,83.91,83.91,83.91,83.91,83.91
Bangladesh,Groundwater produced internally (10^9 m3/year),21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09
Bangladesh,Total internal renewable water resources per capita (m3/inhab/year),2058.0,1761.0,1554.0,1403.0,1223.0,1070.0,946.1,849.7,770.8,716.3,676.3,652.2
Bangladesh,Surface water: entering the country (total) (10^9 m3/year),1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0
Bangladesh,Surface water: leaving the country to other countries (total) (10^9 m3/year),57,57,57,57,57,57,57,57,57,57,57,57
Bangladesh,Water resources: total external renewable (10^9 m3/year),1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0,1122.0
Bangladesh,Dependency ratio (%),91.44,91.44,91.44,91.44,91.44,91.44,91.44,91.44,91.44,91.44,91.44,91.44
Bangladesh,Total renewable water resources per capita (m3/inhab/year),24044.0,20579.0,18157.0,16393.0,14289.0,12501.0,11055.0,9929.0,9007.0,8370.0,7903.0,7621.0
Bangladesh,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Bangladesh,Total water withdrawal (10^9 m3/year),,,,,,,,,,,35.87,
Bangladesh,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,87.82,
Bangladesh,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,2147,
Bangladesh,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,10.04,
Bangladesh,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,35.87,
Bangladesh,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,2923,
Bangladesh,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,2567,
Bangladesh,SDG 6.4.2. Water Stress (%),,,,,,,,,,,3786,
Bangladesh,Total population with access to safe drinking-water (JMP) (%),,,,,,,69.7,73.6,77.5,81.3,84.8,86.9
Bangladesh,Rural population with access to safe drinking-water (JMP) (%),,,,,,,66.6,71.1,75.5,79.9,84.4,87.0
Bangladesh,Urban population with access to safe drinking-water (JMP) (%),,,,,,,81.5,82.6,83.7,84.8,85.9,86.5
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Barbados,Total population (1000 inhab),232.6,236.6,241.4,248.8,253.8,257.6,262.2,266.9,271.5,276.2,281.6,284.2
Barbados,Population density (inhab/km2),540.9,550.2,561.4,578.6,590.2,599.1,609.8,620.7,631.4,642.3,654.9,660.9
Barbados,GDP per capita (current US$/inhab),416.8,579.5,966.8,1990.0,4586.0,6616.0,7464.0,9551.0,11674.0,16459.0,15316.0,15662.0
Barbados,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7162,,0.7526,,0.7933,0.7855
Barbados,Long-term average annual precipitation in depth (mm/year),1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0
Barbados,Surface water produced internally (10^9 m3/year),8,8,8,8,8,8,8,8,8,8,8,8
Barbados,Groundwater produced internally (10^9 m3/year),74,74,74,74,74,74,74,74,74,74,74,74
Barbados,Total internal renewable water resources per capita (m3/inhab/year),343.9,338.1,331.4,321.5,315.2,310.6,305.1,299.7,294.7,289.6,284.1,281.5
Barbados,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,Total renewable water resources per capita (m3/inhab/year),343.9,338.1,331.4,321.5,315.2,310.6,305.1,299.7,294.7,289.6,284.1,281.5
Barbados,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Barbados,Total water withdrawal (10^9 m3/year),0.03,,,,,,,81,,81,,
Barbados,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,67.65,,67.65,,
Barbados,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,7654,,7654,,
Barbados,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,24.69,,24.69,,
Barbados,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),0.03,,,,,,,81,,0.07,,
Barbados,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),37.5,,,,,,,101.2,,87.5,,
Barbados,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,68.5,68.5,,68.5,,
Barbados,SDG 6.4.2. Water Stress (%),37.5,,,,,,,101.2,,87.5,,
Barbados,Total population with access to safe drinking-water (JMP) (%),,,,,,,96.4,97.2,97.9,98.7,99.4,99.7
Barbados,Rural population with access to safe drinking-water (JMP) (%),,,,,,,96.4,97.2,97.9,98.7,99.4,99.7
Barbados,Urban population with access to safe drinking-water (JMP) (%),,,,,,,96.4,97.2,97.9,98.7,99.4,99.7
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Belarus,Total population (1000 inhab),,,,,,,10235.0,10091.0,9826.0,9556.0,9491.0,9496.0
Belarus,Population density (inhab/km2),,,,,,,49.3,48.61,47.33,46.03,45.72,45.74
Belarus,GDP per capita (current US$/inhab),,,,,,,1663.0,1400.0,1485.0,4738.0,6703.0,5751.0
Belarus,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.6832,,0.7961,0.7984
Belarus,Long-term average annual precipitation in depth (mm/year),,,,,,,618.0,618.0,618.0,618.0,618.0,618.0
Belarus,Surface water produced internally (10^9 m3/year),,,,,,,34.0,34.0,34.0,34.0,34.0,34.0
Belarus,Groundwater produced internally (10^9 m3/year),,,,,,,15.9,15.9,15.9,15.9,15.9,15.9
Belarus,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,3322.0,3369.0,3460.0,3558.0,3582.0,3580.0
Belarus,Surface water: entering the country (total) (10^9 m3/year),,,,,,,23.9,23.9,23.9,23.9,23.9,23.9
Belarus,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,57.9,57.9,57.9,57.9,57.9,57.9
Belarus,Water resources: total external renewable (10^9 m3/year),,,,,,,23.9,23.9,23.9,23.9,23.9,23.9
Belarus,Dependency ratio (%),,,,,,,41.28,41.28,41.28,41.28,41.28,41.28
Belarus,Total renewable water resources per capita (m3/inhab/year),,,,,,,5657.0,5738.0,5893.0,6059.0,6101.0,6097.0
Belarus,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Belarus,Total water withdrawal (10^9 m3/year),,,,,,,,1.98,1837,1706,1548,1514
Belarus,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,28.69,24.06,23.97,30.43,32.3
Belarus,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,33.33,29.64,28.96,31.49,31.57
Belarus,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,37.98,46.3,47.07,38.08,36.13
Belarus,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,1.98,1837,1706,1548,1514
Belarus,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,3.42,3173,2946,2674,2615
Belarus,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,981,0.7634,0.7064,0.8135,0.8446
Belarus,SDG 6.4.2. Water Stress (%),,,,,,,,5942,5513,5.12,4646,4544
Belarus,Total population with access to safe drinking-water (JMP) (%),,,,,,,99.5,99.5,99.5,99.6,99.7,99.7
Belarus,Rural population with access to safe drinking-water (JMP) (%),,,,,,,99.0,99.0,99.0,99.1,99.1,99.1
Belarus,Urban population with access to safe drinking-water (JMP) (%),,,,,,,99.7,99.7,99.7,99.8,99.9,99.9
