series,series_code,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Armed forces personnel (% of total labor force),arms_pers,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.43838216,11.08822504,10.77304236,10.384964,7.833592943,12.50713979,12.1869548,9.6577392,9.465173469,9.026813682,8.731910013,8.639237524,8.440835378,8.310681698,8.045439089,8.006050727,7.551841698,7.386997815,7.073821234,7.149837168,6.997892124,3.143066008,3.247595593,3.387120683,5.581550835,5.753250846,6.42474792,..
Armed forces personnel (% of total labor force),arms_pers,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.170129463,0.167295885,0.164494066,0.9697931,1.239976636,0.527300737,0.51613295,0.503892072,0.346091949,0.335473218,0.324056175,0.312399528,0.502031344,0.525163194,0.663069191,0.641950321,0.622639464,0.578986553,0.561817504,0.547542291,0.533454992,0.520054149,0.507736123,0.496522515,0.486283523,..
Armed forces personnel (% of total labor force),arms_pers,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34822003,0.337027492,0.374575356,0.361881966,0.380314322,0.265125912,0.257834406,0.250945542,0.240248425,0.23387033,0.227541245,0.177593758,0.172748908,0.167973648,0.160915388,0.156217501,..,0.146963189,0.142322793,0.139778817,0.135380457,0.13118907,0.126851264,0.122848204,0.119101563,0.115360859,0.111707013,..
Armed forces personnel (% of total labor force),arms_pers,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.946343779,0.930107453,0.91608378,0.941997299,0.913553374,1.298542603,1.186536504,0.995237919,1.102309593,1.095852758,1.185469996,1.143411781,1.153744399,1.162569665,1.123809292,1.11430274,1.106697963,1.089729692,1.081278442,1.070629824,1.067486297,1.184686673,1.131050315,1.146770405,1.148702568,1.168834649,1.165622837,..
Armed forces personnel (% of total labor force),arms_pers,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.387553337,..,0.387574366,0.389752624,0.394052953,0.529725473,0.532008372,0.526995649,0.518639838,0.507486378,0.497545939,0.487937309,0.477568637,..
Armed forces personnel (% of total labor force),arms_pers,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.476667143,0.465045711,0.453825007,0.442298315,0.431294979,0.408962786,0.395712506,0.379893208,0.366285651,0.353440043,0.343579339,0.440010731,0.427163802,0.374836311,0.342689608,0.370928066,0.360737547,0.352957147,0.345477977,0.322775452,0.316421026,0.31065787,0.302101457,0.293759877,0.285719201,0.277936919,0.270507052,..
Armed forces personnel (% of total labor force),arms_pers,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.431017762,0.4399414,0.420127467,0.406268726,0.393481584,1.319599301,1.280887488,1.256212792,1.321197362,1.318641904,1.299054462,0.459967496,0.452117417,0.43742831,0.314074791,0.457726655,0.453748644,0.602081395,0.598352735,0.611195268,0.605251672,0.601172063,0.599752102,0.599154083,0.595803776,0.599244508,0.600751161,..
Armed forces personnel (% of total labor force),arms_pers,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.381559496,1.3414063,1.307878774,1.265613604,1.227970645,1.994482273,1.926445008,1.523266272,1.497323137,1.473149654,1.450132564,1.430306055,1.411600897,1.393665405,1.376285546,1.359293329,1.354392252,1.32171691,1.294114475,1.283581913,1.255791286,1.232888195,1.201831511,1.193337383,1.186111871,1.177054045,1.170669106,..
Armed forces personnel (% of total labor force),arms_pers,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.909005072,4.011702596,3.488861907,3.566530534,3.926097199,3.29442852,3.327684301,3.870633912,3.77310013,3.78867823,3.86515363,3.055403548,3.011981052,3.034420544,2.816153842,2.764680025,2.751647988,2.704139441,2.623130517,2.530839443,2.429983522,2.332196946,2.290322952,2.204543583,2.140335004,1.723324842,1.665065396,..
Armed forces personnel (% of total labor force),arms_pers,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.937104969,1.872065704,0.969023547,0.688388451,1.095510234,1.065213558,1.095112226,1.067890282,0.795133127,0.93620436,0.916461641,1.489057991,1.307422236,1.277558409,1.057869806,1.031298987,1.003637731,0.977932943,0.955546251,0.933264781,0.914814168,0.89901966,1.466432948,1.440970543,1.617837221,..
Armed forces personnel (% of total labor force),arms_pers,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.949763224,0.921757392,1.044612723,1.014365737,0.843870225,0.702582119,0.684296901,0.601009696,0.521049783,0.50546893,0.597081217,0.648795474,0.627235978,0.659058698,0.565877388,0.466115163,..,0.432969185,0.416737416,0.39922162,0.383959863,0.36941657,0.355274035,0.342497959,0.330216736,0.315681026,0.304593893,..
Armed forces personnel (% of total labor force),arms_pers,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.741664848,1.536966823,1.415235634,2.100888686,1.920479162,1.898369567,1.91635997,1.862187913,1.810397157,1.846142372,1.837559802,1.795812068,1.216155481,1.232118319,0.976055099,0.981628839,0.98671786,0.988702808,0.991831088,0.993586982,1.003509879,0.563233847,0.974356187,1.22314235,1.405850234,..
Armed forces personnel (% of total labor force),arms_pers,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.023989051,6.54940584,5.072925612,4.70961781,4.788691027,5.303993534,4.664720541,4.426432356,4.18338958,3.940205131,3.724890849,3.457430647,2.011254301,2.233394601,1.967401727,1.741270431,1.486723559,1.257852949,1.077818268,0.951409289,0.865602191,0.829325064,0.811284813,0.993781138,0.989322851,0.982113836,0.981945758,..
Armed forces personnel (% of total labor force),arms_pers,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.060618332,1.041137343,1.019322174,0.950610188,0.903353956,0.819877721,0.774957878,0.759776114,0.757964538,0.750426418,0.725362896,0.722503669,0.711082223,0.711780755,0.68009285,0.70938454,0.583169114,0.512149138,0.505566125,0.560775819,0.543635564,0.514567782,0.519773135,0.484443799,0.466755216,0.456027882,0.445931814,..
Armed forces personnel (% of total labor force),arms_pers,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70393313,1.64729689,1.467343424,1.375890888,1.277692309,1.198207366,1.135724684,1.088653005,1.115976054,1.087553993,0.991226953,0.961613788,0.987425749,0.99206451,0.980309515,1.016315466,0.972776177,1.001322983,0.980333248,0.994881398,0.999501216,0.967348701,0.941857565,0.901396251,0.864520551,0.83804472,0.829087136,..
Armed forces personnel (% of total labor force),arms_pers,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.949847604,0.811343921,0.918606585,0.837013373,0.821209335,1.105712295,1.087621317,1.040311189,1.033617194,0.984971266,0.971314088,0.914909634,0.89091288,0.874865217,0.833387941,0.837320705,0.854852356,0.77689654,0.786677645,0.796928707,0.794655103,0.783343414,0.779295111,0.721154672,0.733893204,0.729957672,0.712278193,..
Armed forces personnel (% of total labor force),arms_pers,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.802490321,1.787124838,1.741051344,1.741554679,1.693019073,1.756205536,1.74085885,1.693464139,1.708167449,1.692369151,1.55789183,1.538741223,1.552202187,1.574353093,1.5698152,1.562842969,..,1.570925148,1.549067151,1.500186056,1.485528954,1.468386419,1.470004684,1.472442189,1.452390138,1.45308671,1.450793861,..
Armed forces personnel (% of total labor force),arms_pers,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.505023468,0.5044269,0.240181991,0.488907945,0.525212543,0.954690818,1.080442977,0.992574487,0.813024007,0.719595875,0.700098237,0.681449644,0.690966134,0.816047475,0.759438047,0.738608868,0.717722592,0.697342636,0.670349841,0.506159741,0.49461488,0.483096249,0.472033605,0.461904495,0.452409634,..
Armed forces personnel (% of total labor force),arms_pers,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Venezuela,VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.992161527,0.932462269,0.925807857,0.897073817,0.871082871,0.899761912,0.862382337,0.834963891,0.811791654,0.792196523,0.768151916,0.993896832,0.972166943,0.950491661,0.712487676,0.689540462,..,0.924704824,0.9036417,0.884071069,0.870241538,0.853406316,0.844864696,0.827113916,1.872106977,1.842672869,1.884493524,..
Armed forces personnel (% of total labor force),arms_pers,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.164013987,3.053191738,2.454765081,2.395881879,1.910722475,1.657846055,1.620972528,1.416914536,1.299347237,1.267107125,1.238419302,1.207165523,1.180623552,1.157000994,..,1.049357739,1.030502392,1.011162726,0.99147881,0.973082628,1.005007808,0.985633095,0.967077442,0.949754131,0.933769951,0.924061069,0.91758551,..
Armed forces personnel (% of total labor force),arms_pers,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.588744266,7.252692886,6.834769449,6.42950223,6.395475658,6.241605876,5.767600709,5.468264051,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.104696055,1.030567027,1.028989947,0.973108369,0.93287128,1.191627681,1.171435099,1.138873238,1.122845969,1.089797774,1.06587822,1.011759711,0.996346234,0.974921231,0.93668602,0.953394119,0.948498165,0.887688393,0.885209342,0.888961318,0.888691045,0.875811486,0.86945547,0.830006427,0.821708987,0.816334231,0.808861217,..
Armed forces personnel (% of total labor force),arms_pers,Yemen,YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.949418502,4.659406553,2.21053326,2.071015108,2.107928377,1.994942319,3.073496635,3.843190473,3.429879104,3.2833911,3.224805879,2.872949374,3.097913822,3.037225678,2.953430268,2.924067683,2.855581451,2.783467975,2.710109593,2.63680304,2.568550879,2.529980916,2.489622211,2.448442877,0.349080896,0.332803787,0.319660035,..
Armed forces personnel (% of total labor force),arms_pers,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.471190944,0.459548264,0.448114126,0.436797933,0.425334632,0.594846765,0.578727293,0.562382939,0.546125265,0.530330892,0.515165579,0.502062166,0.489307878,0.404291041,0.323196282,0.314733811,0.308794884,0.302694702,0.29645869,0.299164244,0.29249853,0.285033118,0.277609903,0.26826542,0.259168315,0.250348098,0.241988565,..
Armed forces personnel (% of total labor force),arms_pers,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.100318212,1.07047101,1.112946442,1.086593094,0.950954415,1.464474189,1.372646087,1.262721714,1.253287303,1.247316884,1.202851576,1.128171405,1.025662866,0.864593435,0.818187724,0.822493355,0.808249341,0.793878852,0.779281502,0.761438363,0.746448931,0.729619627,0.712277476,0.694870189,0.67771014,0.660868715,0.644063911,..
